data,MV,Sharpe_Ratio,HRP,risk_parity,cvar,cdar,random,equal,Benchmark
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-29,-0.07468486328125001,0.22052781372070318,0.024375220642089745,0.05308177673339842,0.22052781372070318,0.07341992782592777,0.08396363265991202,0.07095123641967782,-0.08031850219040493
2020-03-31,-0.3054771123745963,-0.05075198137706982,-0.2565848057965676,-0.23213521890944078,-0.17169179239802956,-0.23304972643283062,-0.23797080115218383,-0.25083639054662055,-0.3315961403458364
2020-04-30,0.03760223390412043,0.3406919352369264,0.17081949257497153,0.19450753828630418,0.3820153475171618,0.2044625634552919,0.18281599927207892,0.1882437633267623,0.01318282188964004
2020-05-31,0.22146272868655248,0.2954250381442325,0.29341111541337606,0.310675696876513,0.4478257953757162,0.30199510004389807,0.2647359484429529,0.2882100284927477,0.10586630109457629
2020-06-30,0.1883892953196611,0.2753548399272615,0.26912290393583416,0.2850861386571292,0.4305465466473878,0.2761040451535133,0.2362916364039518,0.2614305664991752,0.07171944252835649
2020-07-31,0.43371906536184435,0.5972499457634032,0.6007222681347363,0.6390916789809017,0.894257068784479,0.6526686701667124,0.5877289578476124,0.6332772812962155,0.31088285549822325
2020-08-31,0.5034164129357974,0.8557846651675057,0.7037426468473257,0.7645395219277956,1.059610388514849,0.7977229634963088,0.7267006432263321,0.7766114767172358,0.3424415222948285
2020-09-30,0.4296303320150453,0.7002387779931275,0.6088301684542106,0.6538760808139084,0.887004052153263,0.6760339201342487,0.6022545309048308,0.6519184306621735,0.2657064063027341
2020-10-31,0.6929526671678591,0.9765615719654398,0.8151052213306862,0.8447096457830974,1.017159352076917,0.8313270516474058,0.7463262025876112,0.805062925486745,0.543559468412051
2020-11-30,1.1348209677867978,1.4152774222508597,1.2880349043283406,1.315314025284904,1.4628772642384729,1.3108928421658592,1.2258146332346054,1.2895125641293768,0.9676827462022652
2020-12-31,1.5991376366378809,1.5499317144027998,1.6539435273617649,1.6516089366233144,1.60068224191533,1.6219237779325533,1.5110810285388148,1.6044089249780413,1.4454144869282772
2021-01-31,1.8005510960307574,1.943904837772352,2.0227589737419223,2.0571931839006057,1.795040062287569,2.0617622230300556,1.9534806981875603,2.0473549867618326,1.5872211995014334
2021-02-28,2.059297194266465,2.073344470882477,2.2543020709144335,2.2714332160199406,1.909852617560126,2.2738014715522414,2.1187609183014793,2.250431656304584,1.9503087054408412
2021-03-31,2.374929856020513,2.357443306618187,2.562389601060613,2.599079417711423,2.1918201555853476,2.600452218822727,2.4532932942710466,2.5614346994974833,2.2556198150307605
2021-04-30,2.3707601316202584,2.6593785900124542,2.694860887692526,2.7657240379431185,2.389719129791008,2.8107882083027675,2.694077962714343,2.7669628939145534,2.2357847943809936
2021-05-31,2.04913592795894,2.6384136056803853,2.4540822853875093,2.5508685489174407,2.2882723675266146,2.6360430791653897,2.5260929583406706,2.5859190988152916,1.8822391984361762
2021-06-30,2.002135702977741,2.581401448183354,2.3888460118163874,2.4681166672101043,2.036939380080552,2.5376039140206057,2.4425930228475994,2.4816384245561895,1.8208450322929361
2021-07-31,2.1552767013430643,2.7164158966872227,2.5370423838265017,2.6150663812391914,2.208717372840783,2.6905647558744863,2.5805768325762637,2.6242420616899724,2.0087788871457675
2021-08-31,2.306832379414563,3.0129995775744733,2.7490761677618964,2.8460834438063225,2.441208839532189,2.928600074122325,2.840297627315623,2.859068426570035,2.1418799824033545
2021-09-30,2.243278584387145,2.9271839701351166,2.6673546474054426,2.7561697947749035,2.276170250024747,2.830649232023249,2.755748981950738,2.7631306613564606,2.070308431639905
2021-10-31,2.684248658113753,3.3276023938594337,3.0842651267615704,3.163953635072766,2.6538997629517485,3.2449637840285908,3.1785792179908174,3.1712996561104756,2.4705757175134933
2021-11-30,2.635286275136725,3.3356512611282914,3.078130894821763,3.1581427574574437,2.713215035605378,3.252136599542942,3.187370718528001,3.1772420497447613,2.400229914863887
2021-12-31,2.468801492913186,3.145099233267594,2.898297736126752,2.9752654283108666,2.5474521231700376,3.0710200287898104,3.0104021715187304,2.9981495589195095,2.2125463685676836
